id,name,group
6495,"INDAPAMID MYLAN 1,5 mg retard filmtabletta",oral
6496,"INDAPAMID OZONE 1,5 mg retard tabletta",oral
6497,"INDAPAMID SANDOZ 1,5 mg retard tabletta",oral
6498,"INDAPAMIDE ORION 1,5 mg retard tabletta",oral
6499,"INDASTAD 1,5 mg retard tabletta",oral
6500,INDIUM [111In]-klorid GE 370 MBq/ml radioaktív jelzőizotóp oldat,oral
6501,"INDIVINA 1 mg/2,5 mg tabletta",oral
6502,INDIVINA 1 mg/5 mg tabletta,oral
6503,INDIVINA 2 mg/5 mg tabletta,oral
6504,INDOBENE-RATIOPHARM 10 mg/g gél,oral
6505,INDOCOLLYRE 1 mg/ml oldatos szemcsepp,oral
6506,INDOMETACINUM  25 mg kemény kapszula,oral
6507,INDOMETACINUM  50 mg végbélkúp,oral
6508,INDOMETACINUM 100 mg végbélkúp,oral
6509,INDROFAR 150 mg filmtabletta,oral
6510,InductOs 12 mg implantációs készlet,oral
6511,INEGY 10 mg/10 mg tabletta,oral
6512,INEGY 10 mg/20 mg tabletta,oral
6513,INEGY 10 mg/40 mg tabletta,oral
6514,INEGY 10 mg/80 mg tabletta,oral
6515,INERTA 10 mg lágy kapszula,oral
6516,INERTA 20 mg lágy kapszula,oral
6517,INFACOL belsőleges szuszpenzió,oral
6518,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ [1x inj. üveg Bioset-tel+1x előretöltött fecskend,oral
6519,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ [1x inj. üveg Bioset-tel+1x előretöltött fecskend,oral
6520,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 10x inj. üveg +10x előretöltött fecskendő (0,5 m",oral
6521,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 10x inj. üveg +10x előretöltött fecskendő (0,5 m",oral
6522,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 10x inj. üveg Bioset-tel +10x előretöltött fecske,oral
6523,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 10x inj. üveg Bioset-tel+10x előretöltött fecsken,oral
6524,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 1x inj. üveg +1x előretöltött fecskendő (0,5 ml",oral
6525,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 1x inj. üveg +1x előretöltött fecskendő (0,5 ml",oral
6526,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 1x inj. üveg Bioset-tel +1x előretöltött fecskend,oral
6527,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 1x inj. üveg Bioset-tel+1x előretöltött fecskendő,oral
6528,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 20x inj. üveg +20x előretöltött fecskendő (0,5 m",oral
6529,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 20x inj. üveg +20x előretöltött fecskendő (0,5 m",oral
6530,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 20x inj. üveg Bioset-tel +20x előretöltött fecske,oral
6531,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 20x inj. üveg Bioset-tel+20x előretöltött fecsken,oral
6532,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 50x inj. üveg +50x előretöltött fecskendő (0,5 m",oral
6533,"Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 50x inj. üveg +50x előretöltött fecskendő (0,5 m",oral
6534,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 50x inj. üveg Bioset-tel +50x előretöltött fecske,oral
6535,Infanrix hexa por és szuszp. szuszpenziós inj-hoz/ 50x inj. üveg Bioset-tel+50x előretöltött fecsken,oral
6536,"Infanrix penta szuszpenziós injekió/ előretöltött fecskendő (0,5 ml)",oral
6537,INFECTOSCAB 5% krém,oral
6538,Inflectra 100 mg por oldatos infúzióhoz való koncentrátumhoz,oral
6539,INFUSAMIN 100 g/l oldatos infúzió,oral
6540,INFUSAMIN S5 oldatos infúzió,oral
6541,INFUSAMIN X5 oldatos infúzió,oral
6542,INHIBACE 1 mg filmtabletta,oral
6543,"INHIBACE 2,5 mg filmtabletta",oral
6544,INHIBACE 5 mg filmtabletta,oral
6545,"INHIBACE PLUS 5 mg/12,5 mg filmtabletta",oral
6546,"INJEKCIÓHOZ VALÓ VÍZ ""BAXTER""",oral
6547,INJEKCIÓHOZ való víz B. Braun oldószer parenterális alkalmazásra,oral
6548,"INKODESS 3 mg/0,02 mg filmtabletta",oral
6549,"INKODESS CONTINUOUS 3 mg/0,02 mg filmtabletta",oral
6550,Inlyta 1 mg filmtabletta,oral
6551,Inlyta 3 mg filmtabletta,oral
6552,Inlyta 5 mg filmtabletta,oral
6553,Inlyta 7 mg filmtabletta,oral
6554,INNOGEM 300 mg kemény kapszula,oral
6555,INNOGEM 600 mg filmtabletta,oral
6556,INOmax 400 ppm mol/mol inhalációs gáz,oral
6557,INOmax 800 ppm mol/mol inhalációs gáz,oral
6558,Inovelon 100 mg filmtabletta,oral
6559,Inovelon 200 mg filmtabletta,oral
6560,Inovelon 400 mg filmtabletta,oral
6561,INSOM 10 mg pezsgőtabletta,oral
6562,INSPRA 25 mg filmtabletta,oral
6563,INSPRA 50 mg filmtabletta,oral
6564,Instanyl  50 mikrogramm/adag oldatos orrspray,oral
6565,Instanyl 100 mikrogramm/adag oldatos orrspray,oral
6566,Instanyl 200 mikrogramm/adag oldatos orrspray,oral
6567,"INSTILLAGEL 0,52 mg/20,9 mg gél",oral
6568,Insulatard 100 NE/ml szuszpenziós injekció injekciós üvegben (10 ml),insulin
6569,Insulatard 40 NE/ml szuszpenziós injekció injekciós üvegben (10 ml),insulin
6570,Insulatard FlexPen 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (3 ml),insulin
6571,Insulatard InnoLet 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (3 ml),insulin
6572,Insulatard NovoLet 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban,insulin
6573,Insulatard Penfill 100 NE/ml szuszpenziós injekció patronban,insulin
6574,Insuman - 100 NE/ml - oldat injekcióhoz,insulin
6575,Insuman - 40 NE/ml oldat injekcióhoz,insulin
6576,Insuman Basal 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (OptiSet),insulin
6577,Insuman Basal 100 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6578,Insuman Basal 100 NE/ml szuszpenziós injekció OptiClik-hez való patronban,insulin
6579,Insuman Basal 100 NE/ml szuszpenziós injekció patronban,insulin
6580,Insuman Basal 40 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6581,Insuman Basal SoloStar 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban,insulin
6582,Insuman Comb 15 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (OptiSet),insulin
6583,Insuman Comb 15 100 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6584,Insuman Comb 15 100 NE/ml szuszpenziós injekció OptiClik-hez való patronban,insulin
6585,Insuman Comb 15 100 NE/ml szuszpenziós injekció patronban,insulin
6586,Insuman Comb 15 40 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6587,Insuman Comb 25 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (OptiSet),insulin
6588,Insuman Comb 25 100 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6589,Insuman Comb 25 100 NE/ml szuszpenziós injekció OptiClik-hez való patronban,insulin
6590,Insuman Comb 25 100 NE/ml szuszpenziós injekció patronban,insulin
6591,Insuman Comb 25 40 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6592,Insuman Comb 25 SoloStar 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban,insulin
6593,Insuman Comb 50 100 NE/ml szuszpenziós injekció előretöltött injekciós tollban (OptiSet),insulin
6594,Insuman Comb 50 100 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6595,Insuman Comb 50 100 NE/ml szuszpenziós injekció OptiClik-hez való patronban,insulin
6596,Insuman Comb 50 100 NE/ml szuszpenziós injekció patronban,insulin
6597,Insuman Comb 50 40 NE/ml szuszpenziós injekció injekciós üvegben,insulin
6598,Insuman Infusat 100 NE/ml oldatos injekció injekciós üvegben,insulin
6599,Insuman Infusat 100 NE/ml oldatos injekció patronban,insulin
6600,Insuman Rapid 100 NE/ml oldatos injekció előretöltött injekciós tollban (OptiSet),insulin
6601,Insuman Rapid 100 NE/ml oldatos injekció injekciós üvegben,insulin
6602,Insuman Rapid 100 NE/ml oldatos injekció OptiClik-hez való patronban,insulin
6603,Insuman Rapid 100 NE/ml oldatos injekció patronban,insulin
6604,Insuman Rapid 40 NE/ml oldatos injekció injekciós üvegben,insulin
6605,Insuman Rapid Solostar 100 NE/ml oldatos injekció előretöltött injekciós tollban,insulin
6606,"Integrilin 0,75 mg/ml oldatos infúzió",oral
6607,Intelence  25 mg tabletta,oral
6608,Intelence 100 mg tabletta,oral
6609,Intelence 200 mg tabletta,oral
6610,INTIFLOR 150 mg kemény kapszula,oral
6611,INTRALIPID 20% emulziós infúzió,oral
6612,INTRATECT  50 g/l oldatos infúzió,oral
6613,INTRATECT 100 g/l oldatos infúzió,oral
6614,Intrinsa 300 mikrogramm/24 óra transzdermális tapasz,oral
6615,Invanz 1 g por oldatos infúzióhoz való koncentrátumhoz,oral
6616,Invega  3 mg retard tabletta,oral
6617,Invega  6 mg retard tabletta,oral
6618,Invega  9 mg retard tabletta,oral
6619,Invega 12 mg retard tabletta,oral
6620,Invirase 200 mg kemény kapszula,oral
6621,Invirase 500 mg filmtabletta,oral
6622,INZADIN 30 mg módosított hatóanyagleadású tabletta,oral
6623,Ionsys 40 mikrogramm/adag iontoforetikus transzdermális rendszer,oral
6624,IPATON filmtabletta,oral
6625,IPERTEN 10 mg tabletta,oral
6626,IPERTEN 20 mg tabletta,oral
6627,"IPRAMOL STERI-NEB 0,5 mg/2,5 mg oldat porlasztásra",oral
6628,"IPRATROPIUM-BROMID/SZALBUTAMOL CIPLA 0,5 mg/2,5 mg per 2,5 ml oldat porlasztásra",oral
6629,IPRAVENT 21 mikrogramm/adag túlnyomásos inhalációs oldat,oral
6630,Ipreziv 20 mg tabletta,oral
6631,Ipreziv 40 mg tabletta,oral
6632,Ipreziv 80 mg tabletta,oral
6633,IRABEL  75 mg filmtabletta,oral
6634,IRABEL 150 mg filmtabletta,oral
6635,IRABEL 300 mg filmtabletta,oral
6636,IRBEC  75 mg tabletta,oral
6637,IRBEC 150 mg tabletta,oral
6638,IRBEC 300 mg tabletta,oral
6639,IRBENAHYP  75 mg filmtabletta,oral
6640,IRBENAHYP 150 mg filmtabletta,oral
6641,IRBENAHYP 300 mg filmtabletta,oral
6642,IRBESARTAN +PHARMA  75 mg filmtabletta,oral
6643,IRBESARTAN +PHARMA 150 mg filmtabletta,oral
6644,IRBESARTAN +PHARMA 300 mg filmtabletta,oral
6645,IRBESARTAN 1 A PHARMA  75 mg filmtabletta,oral
6646,IRBESARTAN 1 A PHARMA 150 mg filmtabletta,oral
6647,IRBESARTAN 1 A PHARMA 300 mg filmtabletta,oral
6648,IRBESARTAN ACCORD  75 mg filmtabletta,oral
6649,IRBESARTAN ACCORD 150 mg filmtabletta,oral
6650,IRBESARTAN ACCORD 300 mg filmtabletta,oral
6651,IRBESARTAN BLUEFISH 150 mg filmtabletta,oral
6652,IRBESARTAN BLUEFISH 300 mg filmtabletta,oral
6653,"IRBESARTAN HCT 1 A PHARMA 150 mg/12,5 mg filmtabletta",oral
6654,"IRBESARTAN HCT 1 A PHARMA 300 mg/12,5 mg filmtabletta",oral
6655,IRBESARTAN HCT 1 A PHARMA 300 mg/25 mg filmtabletta,oral
6656,"IRBESARTAN HCT SANDOZ 150 mg/12,5 mg filmtabletta",oral
6657,"IRBESARTAN HCT SANDOZ 300 mg/12,5 mg filmtabletta",oral
6658,IRBESARTAN HCT SANDOZ 300 mg/25 mg filmtabletta,oral
6659,IRBESARTAN HELM  75 mg filmtabletta,oral
6660,IRBESARTAN HELM 150 mg filmtabletta,oral
6661,IRBESARTAN HELM 300 mg filmtabletta,oral
6662,"IRBESARTAN HYDROCHLOROTHIAZID RATIOPHARM 150 mg/12,5 mg filmtabletta",oral
6663,"IRBESARTAN HYDROCHLOROTHIAZID RATIOPHARM 300 mg/12,5 mg filmtabletta",oral
6664,IRBESARTAN HYDROCHLOROTHIAZID RATIOPHARM 300 mg/25 mg filmtabletta,oral
6665,"Irbesartan Hydrochlorothiazide Zentiva 150 mg/12,5 mg filmtabletta",oral
6666,"Irbesartan Hydrochlorothiazide Zentiva 150 mg/12,5 mg tabletta",oral
6667,"Irbesartan Hydrochlorothiazide Zentiva 300 mg/12,5 mg filmtabletta",oral
6668,"Irbesartan Hydrochlorothiazide Zentiva 300 mg/12,5 mg tabletta",oral
6669,Irbesartan Hydrochlorothiazide Zentiva 300 mg/25 mg filmtabletta,oral
6670,IRBESARTAN LICONSA  75 mg tabletta,oral
6671,IRBESARTAN LICONSA 150 mg tabletta,oral
6672,IRBESARTAN LICONSA 300 mg tabletta,oral
6673,IRBESARTAN MEDIS  75 mg filmtabletta,oral
6674,IRBESARTAN MEDIS 150 mg filmtabletta,oral
6675,IRBESARTAN MEDIS 300 mg filmtabletta,oral
6676,IRBESARTAN MIKLICH  75 mg filmtabletta,oral
6677,IRBESARTAN MIKLICH 150 mg filmtabletta,oral
6678,IRBESARTAN MIKLICH 300 mg filmtabletta,oral
6679,IRBESARTAN MYLAN 150 mg tabletta,oral
6680,IRBESARTAN MYLAN 300 mg tabletta,oral
6681,IRBESARTAN PFIZER  75 mg tabletta,oral
6682,IRBESARTAN PFIZER 150 mg tabletta,oral
6683,IRBESARTAN PFIZER 300 mg tabletta,oral
6684,IRBESARTAN RICHTER  75 mg filmtabletta,oral
6685,IRBESARTAN RICHTER 150 mg filmtabletta,oral
6686,IRBESARTAN RICHTER 300 mg filmtabletta,oral
6687,IRBESARTAN SANDOZ  75 mg filmtabletta,oral
6688,IRBESARTAN SANDOZ 150 mg filmtabletta,oral
6689,IRBESARTAN SANDOZ 300 mg filmtabletta,oral
6690,Irbesartan Teva  75 mg filmtabletta,oral
6691,Irbesartan Teva 150 mg filmtabletta,oral
6692,Irbesartan Teva 300 mg filmtabletta,oral
6693,Irbesartan Zentiva  75 mg filmtabletta,oral
6694,Irbesartan Zentiva  75 mg tabletta,oral
6695,Irbesartan Zentiva 150 mg filmtabletta,oral
6696,Irbesartan Zentiva 150 mg tabletta,oral
6697,Irbesartan Zentiva 300 mg filmtabletta,oral
6698,Irbesartan Zentiva 300 mg tabletta,oral
6699,IRBESARTAN-RATIOPHARM 150 mg filmtabletta,oral
6700,IRBESARTAN-RATIOPHARM 300 mg filmtabletta,oral
6701,"IRBESARTAN/HYDROCHLOROTHIAZIDE GALEX 150 mg/12,5 mg filmtabletta",oral
6702,"IRBESARTAN/HYDROCHLOROTHIAZIDE GALEX 300 mg/12,5  mg filmtabletta",oral
6703,IRBESARTAN/HYDROCHLOROTHIAZIDE GALEX 300 mg/25 mg filmtabletta,oral
6704,"IRBESARTAN/HYDROCHLOROTHIAZIDE MYLAN 150 mg/12,5 mg tabletta",oral
6705,"IRBESARTAN/HYDROCHLOROTHIAZIDE MYLAN 300 mg/12,5 mg tabletta",oral
6706,IRBESARTAN/HYDROCHLOROTHIAZIDE MYLAN 300 mg/25 mg tabletta,oral
6707,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 150 mg/12,5 mg filmtabletta",oral
6708,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 mg/12,5 mg filmtabletta",oral
6709,IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 mg/25 mg filmtabletta,oral
6710,"Irbesartan/Hydrochlorothiazide Teva 150 mg/12,5 mg filmtabletta",oral
6711,"Irbesartan/Hydrochlorothiazide Teva 300 mg/12,5 mg filmtabletta",oral
6712,Irbesartan/Hydrochlorothiazide Teva 300 mg/25 mg filmtabletta,oral
6713,"IRBESARTAN/HYDROCHLOROTIAZIDE +PHARMA 150 mg/12,5 mg filmtabletta",oral
6714,"IRBESARTAN/HYDROCHLOROTIAZIDE +PHARMA 300 mg/12,5 mg filmtabletta",oral
6715,IRBESARTAN/HYDROCHLOROTIAZIDE +PHARMA 300 mg/25 mg filmtabletta,oral
6716,IRBETEN  75 mg filmtabletta,oral
6717,IRBETEN 150 mg filmtabletta,oral
6718,IRBETEN 300 mg filmtabletta,oral
6719,IRBEZARTÁN INVENT FARMA  75 mg filmtabletta,oral
6720,IRBEZARTÁN INVENT FARMA 150 mg filmtabletta,oral
6721,IRBEZARTÁN INVENT FARMA 300 mg filmtabletta,oral
6722,"IRBEZARTÁN/HIDROKLOROTIAZID HELM 150 mg/12,5 mg filmtabletta",oral
6723,"IRBEZARTÁN/HIDROKLOROTIAZID HELM 300 mg/12,5 mg filmtabletta",oral
6724,IRBEZARTÁN/HIDROKLOROTIAZID HELM 300 mg/25 mg filmtabletta,oral
6725,"IRBEZARTÁN/HIDROKLOROTIAZID RICHTER 150 mg/12,5 mg filmtabletta",oral
6726,"IRBEZARTÁN/HIDROKLOROTIAZID RICHTER 300 mg/12,5 mg filmtabletta",oral
6727,IRBEZARTÁN/HIDROKLOROTIAZID RICHTER 300 mg/25 mg filmtabletta,oral
6728,IRBEZEP 150 mg filmtabletta,oral
6729,IRBEZEP 300 mg filmtabletta,oral
6730,"IRBEZYD COMBI 150 mg/12,5 mg filmtabletta",oral
6731,"IRBEZYD COMBI 300 mg/12,5 mg filmtabletta",oral
6732,IRBEZYD COMBI 300 mg/25 mg filmtabletta,oral
6733,IRCODEN  75 mg filmtabletta,oral
6734,IRCODEN 150 mg filmtabletta,oral
6735,IRCODEN 300 mg filmtabletta,oral
6736,"IRDEONHACT 150 mg/12,5 mg filmtabletta",oral
6737,"IRDEONHACT 300 mg/12,5 mg filmtabletta",oral
6738,IRDEONHACT 300 mg/25 mg filmtabletta,oral
6739,Iressa 250 mg filmtabletta,oral
6740,IRIDINA DUE oldatos szemcsepp,oral
6741,IRINOCOL 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6742,IRINOMED 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6743,IRINOSTAD 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6744,"IRINOTECAN ""EBEWE"" 20 mg/ml koncentrátum oldatos infúzióhoz",oral
6745,IRINOTECAN ACTAVIS 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6746,IRINOTECAN FRESENIUS 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6747,IRINOTECAN HOSPIRA 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6748,IRINOTECAN KABI 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6749,IRINOTECAN MEDAC 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6750,IRINOTECAN MEDICO UNO 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6751,IRINOTECAN MEDINER 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6752,IRINOTECAN MYLAN 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6753,IRINOTECAN PHARMASWISS 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6754,IRINOTECAN POLPHARMA 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6755,IRINOTECAN SANDOZ 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6756,IRINOTECAN STRIDES 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6757,IRINOTECAN VIPHARM 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6758,IRINOTECAN-RATIOPHARM 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6759,IRINOTECAN-TEVA 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6760,Iris tenax golyócskák (CH  2),oral
6761,Iris tenax golyócskák (CH  5),oral
6762,Iris tenax golyócskák (CH  6),oral
6763,Iris tenax golyócskák (CH  9),oral
6764,Iris tenax golyócskák (CH 12),oral
6765,Iris tenax golyócskák (CH 15),oral
6766,Iris tenax golyócskák (CH 30),oral
6767,Iris tenax golyócskák (CH200),oral
6768,Iris versicolor golyócskák  (CH  2),oral
6769,Iris versicolor golyócskák  (CH  5),oral
6770,Iris versicolor golyócskák  (CH  6),oral
6771,Iris versicolor golyócskák  (CH  9),oral
6772,Iris versicolor golyócskák  (CH 12),oral
6773,Iris versicolor golyócskák  (CH 15),oral
6774,Iris versicolor golyócskák  (CH 30),oral
6775,Iris versicolor golyócskák  (CH200),oral
6776,IRPRESTAN  75 mg filmtabletta,oral
6777,IRPRESTAN 150 mg filmtabletta,oral
6778,IRPRESTAN 300 mg filmtabletta,oral
6779,"IRPRESTAN HCT 150 mg/12,5 mg filmtabletta",oral
6780,"IRPRESTAN HCT 300 mg/12,5 mg filmtabletta",oral
6781,IRPRESTAN HCT 300 mg/25 mg filmtabletta,oral
6782,Iscover 75 mg filmtabletta,oral
6783,Isentress 400 mg filmtabletta,oral
6784,ISODEX 50 mg/ml oldatos infúzió,oral
6785,ISOFUSIN oldatos infúzió,oral
6786,ISOLYTE oldatos infúzió,oral
6787,ISONICID  50 mg tabletta,oral
6788,ISONICID 100 mg tabletta,oral
6789,ISOPRINOSINE 50 mg/ml szirup,oral
6790,ISOPRINOSINE 500 mg tabletta,oral
6791,ISOPTIN 120 mg retard filmtabletta,oral
6792,ISOPTIN 240 mg retard filmtabletta,oral
6793,ISOSPAN 40 mg retard kemény kapszula,oral
6794,ISOSPAN 60 mg retard kemény kapszula,oral
6795,"ISOSTINOIN 0,05% krém",oral
6796,"ISOSTINOIN 0,1% krém",oral
6797,ISOTRETINOIN HEXAL 10 mg lágy kapszula,oral
6798,ISOTRETINOIN HEXAL 20 mg lágy kapszula,oral
6799,ISOTRETINOIN-TEVA 10 mg lágy kapszula,oral
6800,ISOTRETINOIN-TEVA 20 mg lágy kapszula,oral
6801,"ISOTREX 0,5 mg/g gél",oral
6802,"ISOTREXIN 0,5 mg/g+20 mg/g gél",oral
6803,ISOZYLORAM 10 mg filmtabletta,oral
6804,ITRACONAZOL UNIVERSAL FARMA 100 mg kemény kapszula,oral
6805,ITRACONAZOL-RATIOPHARM 100 mg kemény kapszula,oral
6806,ITRACONEP 100 mg kemény kapszula,oral
6807,ITRAGEN 100 mg kemény kapszula,oral
6808,Ivemend 115 mg por oldatos infúzióhoz,oral
6809,Ivemend 150 mg por oldatos infúzióhoz,oral
6810,IVYPAN szirup,oral
6811,Jakavi  5 mg tabletta,oral
6812,Jakavi 10 mg tabletta,oral
6813,Jakavi 15 mg tabletta,oral
6814,Jakavi 20 mg tabletta,oral
6815,"JANGEE 3 milligramm/0,02 milligramm filmtabletta",oral
6816,"JANGEE 3 milligramm/0,03 milligramm filmtabletta",oral
6817,"JANGEE NAPONTA 3 mg/0,02 mg filmtabletta",oral
6818,"JANGEE NAPONTA 3 mg/0,03 mg filmtabletta",oral
6819,Janumet 50 mg/1000 mg filmtabletta,oral
6820,Janumet 50 mg/850 mg filmtabletta,oral
6821,Januvia  25 mg filmtabletta,oral
6822,Januvia  50 mg filmtabletta,oral
6823,Januvia 100 mg filmtabletta,oral
6824,Jardiance 10 mg filmtabletta,oral
6825,Jardiance 25 mg filmtabletta,oral
6826,"JARVIS  37,5 mg retard kemény kapszula",oral
6827,JARVIS  75 mg retard kemény kapszula,oral
6828,JARVIS 150 mg retard kemény kapszula,oral
6829,"JAYDESS 13,5 mg méhen belüli gyógyszerleadó redszer",oral
6830,"Jentadueto  2,5 mg/850 mg filmtabletta",oral
6831,"Jentadueto 2,5 mg/1000 mg filmtabletta",oral
6832,JEPAFEX 10 mg filmtabletta,oral
6833,JEPAFEX 4 mg granulátum,oral
6834,JEPAFEX 4 mg rágótabletta,oral
6835,JEPAFEX 5 mg rágótabletta,oral
6836,Jequirity (Abrus precatorius) golyócskák  (CH  2),oral
6837,Jequirity (Abrus precatorius) golyócskák  (CH  5),oral
6838,Jequirity (Abrus precatorius) golyócskák  (CH  6),oral
6839,Jequirity (Abrus precatorius) golyócskák  (CH  9),oral
6840,Jequirity (Abrus precatorius) golyócskák  (CH 12),oral
6841,Jequirity (Abrus precatorius) golyócskák  (CH 15),oral
6842,Jequirity (Abrus precatorius) golyócskák  (CH 30),oral
6843,Jequirity (Abrus precatorius) golyócskák  (CH200),oral
6844,Jevtana 60 mg koncentrátum és oldószer oldatos infúzióhoz,oral
6845,JODECORP tabletta,oral
6846,JODID 100 mikrogramm tabletta,oral
6847,JODID 200 mikrogramm tabletta,oral
6848,Jodum  (Iodum) golyócskák  (C    5),oral
6849,Jodum  (Iodum) golyócskák  (C    6),oral
6850,Jodum  (Iodum) golyócskák  (C    9),oral
6851,Jodum  (Iodum) golyócskák  (C   12),oral
6852,Jodum  (Iodum) golyócskák  (C   15),oral
6853,Jodum  (Iodum) golyócskák  (C   30),oral
6854,Jodum  (Iodum) golyócskák  (C  200),oral
6855,Jodum  (Iodum) golyócskák  (C 1000),oral
6856,Jodum  (Iodum) golyócskák  (C10000),oral
6857,Jodum (Iodum)  golyócskák  (D  8),oral
6858,Jodum (Iodum)  golyócskák  (D 12),oral
6859,Jodum (Iodum)  golyócskák  (D 30),oral
6860,Jodum (Iodum)  golyócskák  (D200),oral
6861,Jodum (Iodum) golyócskák  (CH  4),oral
6862,Jodum (Iodum) golyócskák  (CH  5),oral
6863,Jodum (Iodum) golyócskák  (CH  6),oral
6864,Jodum (Iodum) golyócskák  (CH  9),oral
6865,Jodum (Iodum) golyócskák  (CH 12),oral
6866,Jodum (Iodum) golyócskák  (CH 15),oral
6867,Jodum (Iodum) golyócskák  (CH 30),oral
6868,Jodum (Iodum) golyócskák  (CH200),oral
6869,Jodum (Iodum) golyócskák  (D10),oral
6870,Jodum (Iodum) golyócskák  (D12),oral
6871,Jodum (Iodum) golyócskák  (D30),oral
6872,Jodum (Iodum) golyócskák (C  5),oral
6873,Jodum (Iodum) golyócskák (C  6),oral
6874,Jodum (Iodum) golyócskák (C  9),oral
6875,Jodum (Iodum) golyócskák (C 12),oral
6876,Jodum (Iodum) golyócskák (C 15),oral
6877,Jodum (Iodum) golyócskák (C 30),oral
6878,Jodum (Iodum) golyócskák (C200),oral
6879,JOVADOLIN 20 mg/ml koncentrátum oldatos infúzióhoz,oral
6880,Juglans regia golyócskák  (CH  2),oral
6881,Juglans regia golyócskák  (CH  5),oral
6882,Juglans regia golyócskák  (CH  6),oral
6883,Juglans regia golyócskák  (CH  9),oral
6884,Juglans regia golyócskák  (CH 12),oral
6885,Juglans regia golyócskák  (CH 15),oral
6886,Juglans regia golyócskák  (CH 30),oral
6887,Juglans regia golyócskák  (CH200),oral
6888,JUMEX  5 mg tabletta,oral
6889,JUMEX 10 mg tabletta,oral
6890,JURNISTA  4 mg retard tabletta,oral
6891,JURNISTA  8 mg retard tabletta,oral
6892,JURNISTA 16 mg retard tabletta,oral
6893,JURNISTA 32 mg retard tabletta,oral
6894,JURNISTA 64 mg retard tabletta,oral
6895,JUVERITAL  5 mg filmtabletta,oral
6896,JUVERITAL 35 mg filmtabletta,oral
6897,K2 B. Braun Avitum Hungary savas koncentrátum hemodializáló oldathoz,oral
6898,K2-Ca B. Braun Avitum Hungary savas koncentrátum hemodializáló oldathoz,oral
6899,K3 B. Braun Avitum Hungary savas koncentrátum hemodializáló oldathoz,oral
6900,KABIVEN emulziós infúzió,oral
6901,KABIVEN PERIPHERAL emulziós infúzió,oral
6902,Kadcyla 100 mg por oldatos infúzióhoz való koncentrátumhoz,oral
6903,Kadcyla 160 mg por oldatos infúzióhoz való koncentrátumhoz,oral
6904,KAFIDOGREL 75 mg filmtabletta,oral
6905,KALCIPOS-D 500 mg/400 NE filmtabletta,oral
